Image,Codec,Param,BPP,PSNR,SSIM,EncTime,DecTime
kodim06,JPEG,70.0,1.3771158854166667,33.11380846996317,0.9309095621692506,0.00664969626814127,0.002624223008751869
kodim06,JPEG,80.0,1.7210286458333333,34.7410309365738,0.9480473507495635,0.006448174826800823,0.002463744953274727
kodim06,JPEG,90.0,2.5256551106770835,37.75846197776884,0.9692578286057744,0.004929945804178715,0.003039758652448654
kodim06,JPEG,95.0,3.6039225260416665,40.67426763673457,0.9817132693183718,0.008312431164085865,0.007442053407430649
kodim06,BPG,40.0,0.4098714192708333,28.757629892525856,0.8250965468034352,0.3077307743951678,0.2037967201322317
kodim06,BPG,35.0,0.7117106119791666,31.837290639578573,0.9030912915630921,0.31244662310928106,0.21681675594300032
kodim06,BPG,31.0,1.0582275390625,34.444700417090644,0.9408155843863728,0.32900959718972445,0.20442362688481808
kodim06,BPG,27.0,1.5253499348958333,37.190648128285716,0.9643460056911707,0.35397226363420486,0.20953970309346914
kodim06,BPG,23.0,2.1115926106770835,39.83171107351315,0.9776046761272285,0.38569992035627365,0.22314992640167475
kodim06,BPG,19.0,2.8445231119791665,42.36803170245093,0.9859576090526998,0.4114356227219105,0.24637984484434128
kodim06,BPG,15.0,3.7222900390625,44.53949112662261,0.9906953788876042,0.384278173558414,0.23681721556931734
kodim06,JPEG-XL,5.0,0.5180257161458334,29.75207761731548,0.8574544906045563,0.1838221587240696,0.09210810624063015
kodim06,JPEG-XL,4.5,0.5752766927083334,30.143583271220397,0.8698136890921188,0.18866640143096447,0.0702415956184268
kodim06,JPEG-XL,3.5,0.7208658854166666,31.474600703794078,0.8983775404017721,0.16926074493676424,0.07503233011811972
kodim06,JPEG-XL,2.8,0.8896687825520834,32.823482511326866,0.9218398403626168,0.17295899521559477,0.0873420825228095
kodim06,JPEG-XL,1.7,1.36236572265625,35.88645944536123,0.9568607742350328,0.16587129887193441,0.07984903361648321
kodim06,JPEG-XL,1.0,1.9989013671875,38.91693001579297,0.9761036677900798,0.22065232321619987,0.08735604677349329
kodim06,JPEG-XL,0.4,3.3726603190104165,42.92593731851848,0.9889769308896382,0.1337036732584238,0.06777014210820198
kodim07,JPEG,10.0,0.310302734375,27.714738431154913,0.8251553583477462,0.002882484346628189,0.0026328833773732185
kodim07,JPEG,30.0,0.5688680013020834,32.119048070739865,0.9124441780979061,0.003215891309082508,0.0018886299803853035
kodim07,JPEG,50.0,0.7590128580729166,33.918761954790064,0.9351753750068562,0.003901991993188858,0.001963595859706402
kodim07,JPEG,70.0,1.01263427734375,35.696626253669464,0.9519444955769348,0.0037297671660780907,0.0025816773995757103
